date,venue,innings,target,team,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,d1,r1,w1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,1.11,1.12,d2,r2,w2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.10,2.11,2.12,d3,r3,w3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,d4,r4,w4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.11,4.12,d5,r5,w5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,d6,r6,w6
2013-05-05,Sawai Mansingh Stadium,1,,Pune Warriors,1,1,1,1,1,4,,,,,,,6,9,0,0,1,1,4,1,0,0,,,,,,7,7,0,1,4,4,0,1,4,,,,,,,6,14,0,1,0,0,4,4,0,4,,,,,,7,13,0,2,0,4,0,0,1,,,,,,,6,7,0,5,1,0,1,0,0,4,,,,,,7,11,0
2013-05-05,Sawai Mansingh Stadium,2,178,Rajasthan Royals,0,4,0,4,0,1,0,,,,,,7,9,0,0,1,0,0,0,1,,,,,,,6,2,0,0,0,4,0,4,0,,,,,,,6,8,0,1,1,1,6,4,1,0,,,,,,7,14,0,0,0,1,1,1,4,,,,,,,6,7,0,4,0,0,1,4,4,,,,,,,6,13,0
2013-05-05,Wankhede Stadium,1,,Mumbai Indians,0,0,0,1,1,2,,,,,,,6,4,0,1,0,0,0,0,0,0,,,,,,7,1,0,0,0,1,1,1,3,0,,,,,,7,6,0,0,0,0,4,0,0,,,,,,,6,4,0,0,0,1,1,0,0,4,,,,,,7,6,0,0,4,6,1,0,0,,,,,,,6,11,0
2013-05-05,Wankhede Stadium,2,139,Chennai Super Kings,0,0,2,4,0,0,,,,,,,6,6,0,0,1,1,1,0,0,,,,,,,6,3,0,0,0,0,0,0,1,,,,,,,6,1,3,0,0,4,4,0,0,,,,,,,6,8,1,1,0,0,0,1,1,,,,,,,6,3,0,0,6,1,1,1,0,2,,,,,,7,11,0
2013-05-06,"Punjab Cricket Association Stadium, Mohali",1,,Royal Challengers Bangalore,0,0,1,0,2,0,,,,,,,6,3,0,0,1,0,4,2,1,,,,,,,6,8,0,4,0,1,0,0,2,,,,,,,6,7,0,0,4,1,0,0,0,,,,,,,6,5,0,1,0,4,1,6,6,,,,,,,6,18,0,0,4,4,4,1,4,,,,,,,6,17,0
2013-05-06,"Punjab Cricket Association Stadium, Mohali",2,190,Kings XI Punjab,4,0,0,0,1,1,,,,,,,6,6,0,0,0,1,0,1,4,,,,,,,6,6,0,1,0,0,0,0,0,,,,,,,6,1,1,4,1,0,0,1,0,2,,,,,,7,8,0,4,0,4,0,1,1,,,,,,,6,10,1,1,1,4,0,0,4,,,,,,,6,10,0
2013-05-07,Wankhede Stadium,1,,Mumbai Indians,0,0,0,0,0,0,,,,,,,6,0,0,1,0,1,4,4,0,1,,,,,,7,11,0,1,0,1,0,0,0,,,,,,,6,2,0,0,4,4,4,4,4,,,,,,,6,20,0,1,0,0,1,1,0,1,1,,,,,8,5,0,0,0,0,0,2,1,,,,,,,6,3,0
2013-05-07,Wankhede Stadium,2,170,Kolkata Knight Riders,0,1,0,0,1,0,,,,,,,6,2,1,0,0,0,0,4,6,,,,,,,6,10,0,0,1,4,1,0,4,,,,,,,6,10,0,0,1,0,1,1,4,,,,,,,6,7,0,0,0,1,0,0,0,,,,,,,6,1,0,1,0,0,2,4,1,,,,,,,6,8,0
2013-05-07,Sawai Mansingh Stadium,1,,Delhi Daredevils,0,4,1,1,1,2,0,1,1,,,,9,11,0,4,0,4,0,0,2,,,,,,,6,10,1,0,0,1,0,0,0,,,,,,,6,1,1,0,1,0,0,0,1,,,,,,,6,2,0,0,4,4,1,4,4,,,,,,,6,17,0,0,0,0,0,1,0,,,,,,,6,1,0
2013-05-07,Sawai Mansingh Stadium,2,154,Rajasthan Royals,0,0,0,0,0,0,,,,,,,6,0,0,0,1,2,1,1,1,1,,,,,,7,7,0,0,4,2,4,1,0,,,,,,,6,11,0,0,5,4,0,0,0,0,,,,,,7,9,0,0,3,1,0,1,4,,,,,,,6,9,0,0,4,1,4,0,4,,,,,,,6,13,0
2013-05-08,"Rajiv Gandhi International Stadium, Uppal",1,,Chennai Super Kings,0,0,0,0,0,0,,,,,,,6,0,0,0,0,1,1,4,4,1,,,,,,7,11,0,1,0,0,0,0,1,,,,,,,6,2,0,4,4,0,0,1,4,,,,,,,6,13,0,0,0,6,6,6,0,,,,,,,6,18,0,1,0,0,3,1,1,,,,,,,6,6,1
2013-05-08,"Rajiv Gandhi International Stadium, Uppal",2,223,Sunrisers Hyderabad,4,0,0,0,0,0,,,,,,,6,4,0,2,0,1,4,0,0,,,,,,,6,7,1,4,1,0,1,1,2,4,,,,,,7,13,0,0,1,1,0,1,1,1,,,,,,7,5,0,4,0,4,1,6,0,2,,,,,,7,17,0,0,0,0,1,1,1,,,,,,,6,3,1
2013-05-09,Subrata Roy Sahara Stadium,1,,Kolkata Knight Riders,0,0,0,1,1,0,1,1,,,,,8,4,0,3,1,0,4,4,1,,,,,,,6,13,0,4,0,1,4,1,1,,,,,,,6,11,0,1,0,0,4,1,1,,,,,,,6,7,0,0,4,4,0,1,0,,,,,,,6,9,0,1,0,1,0,0,4,,,,,,,6,6,1
2013-05-09,Subrata Roy Sahara Stadium,2,152,Pune Warriors,4,0,1,1,0,3,,,,,,,6,9,0,4,1,0,1,0,4,0,,,,,,7,10,0,0,0,1,0,1,1,,,,,,,6,3,1,0,1,0,1,1,0,,,,,,,6,3,1,1,0,1,0,1,0,1,,,,,,7,4,0,1,0,0,0,0,4,,,,,,,6,5,0
2013-05-09,"Punjab Cricket Association Stadium, Mohali",1,,Kings XI Punjab,0,0,0,0,0,1,,,,,,,6,1,1,0,0,0,1,0,4,,,,,,,6,5,0,1,1,2,0,1,0,,,,,,,6,5,0,0,4,0,1,4,4,,,,,,,6,13,0,1,0,1,1,1,0,,,,,,,6,4,0,4,4,1,0,0,0,,,,,,,6,9,0
2013-05-09,"Punjab Cricket Association Stadium, Mohali",2,145,Rajasthan Royals,0,4,0,0,0,0,,,,,,,6,4,0,1,0,1,0,0,0,,,,,,,6,2,1,1,4,0,0,1,0,,,,,,,6,6,0,1,1,1,0,1,4,,,,,,,6,8,0,0,1,1,4,1,4,,,,,,,6,11,0,0,4,1,0,1,1,,,,,,,6,7,0
2013-05-10,Feroz Shah Kotla,1,,Royal Challengers Bangalore,1,0,0,0,0,0,,,,,,,6,1,0,0,0,0,1,4,0,,,,,,,6,5,1,4,1,1,0,4,0,0,,,,,,7,10,0,2,0,0,0,1,0,4,,,,,,7,7,0,4,1,0,0,4,0,,,,,,,6,9,1,0,1,0,2,1,4,,,,,,,6,8,0
2013-05-10,Feroz Shah Kotla,2,183,Delhi Daredevils,0,1,2,4,0,0,,,,,,,6,7,0,0,4,4,1,0,0,,,,,,,6,9,0,4,4,0,0,0,1,,,,,,,6,9,0,0,1,0,0,0,4,1,,,,,,7,6,1,0,4,1,4,4,4,,,,,,,6,17,0,1,0,0,0,0,0,,,,,,,6,1,1
2013-05-11,"Punjab Cricket Association Stadium, Mohali",1,,Sunrisers Hyderabad,0,1,1,1,1,0,,,,,,,6,4,0,0,4,1,6,0,0,,,,,,,6,11,0,0,2,1,0,4,0,1,,,,,,7,8,0,0,1,0,0,0,4,,,,,,,6,5,0,0,0,0,0,1,0,,,,,,,6,1,1,4,0,0,4,0,0,,,,,,,6,8,1
2013-05-11,"Punjab Cricket Association Stadium, Mohali",2,150,Kings XI Punjab,0,0,1,0,0,1,,,,,,,6,2,1,0,0,0,0,4,1,,,,,,,6,5,0,4,0,0,1,1,4,,,,,,,6,10,0,0,4,0,0,1,0,,,,,,,6,5,0,4,1,0,0,1,1,,,,,,,6,7,0,0,4,2,2,0,4,,,,,,,6,12,0
2013-05-11,Subrata Roy Sahara Stadium,1,,Pune Warriors,0,0,0,1,0,0,,,,,,,6,1,0,1,2,0,4,0,4,,,,,,,6,11,0,1,0,0,0,0,1,,,,,,,6,2,1,0,1,0,2,1,0,,,,,,,6,4,0,1,1,1,4,0,4,0,,,,,,7,11,1,0,2,0,0,4,1,,,,,,,6,7,0
2013-05-11,Subrata Roy Sahara Stadium,2,112,Mumbai Indians,0,0,0,1,2,1,,,,,,,6,4,1,0,0,2,0,0,1,1,0,,,,,8,4,0,1,0,0,4,0,4,,,,,,,6,9,0,2,0,0,1,0,4,,,,,,,6,7,0,0,1,0,1,0,0,,,,,,,6,2,1,1,6,0,0,4,0,,,,,,,6,11,0
2013-05-12,JSCA International Stadium Complex,1,,Royal Challengers Bangalore,0,0,0,1,1,1,,,,,,,6,3,0,0,0,1,0,1,0,,,,,,,6,2,0,0,4,0,0,1,1,,,,,,,6,6,0,0,0,1,0,0,1,1,,,,,,7,3,0,0,1,0,1,0,0,,,,,,,6,2,1,0,1,0,4,0,1,,,,,,,6,6,0
2013-05-12,JSCA International Stadium Complex,2,115,Kolkata Knight Riders,0,0,0,0,0,0,,,,,,,6,0,1,1,0,0,2,1,0,,,,,,,6,4,0,0,4,1,0,1,0,,,,,,,6,6,0,0,0,0,4,4,4,,,,,,,6,12,0,0,0,2,1,1,1,,,,,,,6,5,0,3,0,1,0,0,0,0,,,,,,7,4,1
2013-05-12,Sawai Mansingh Stadium,1,,Chennai Super Kings,2,0,0,1,0,0,,,,,,,6,3,0,1,0,0,1,1,1,,,,,,,6,4,0,0,4,1,0,0,4,,,,,,,6,9,0,0,3,0,2,1,0,,,,,,,6,6,0,0,0,0,0,4,0,,,,,,,6,4,0,0,4,4,0,2,1,0,,,,,,7,11,0
2013-05-12,Sawai Mansingh Stadium,2,141,Rajasthan Royals,0,0,1,1,0,0,,,,,,,6,2,0,0,0,0,1,0,0,,,,,,,6,1,0,4,0,0,3,0,4,,,,,,,6,11,0,0,1,3,0,0,0,,,,,,,6,4,2,1,0,0,0,0,0,,,,,,,6,1,1,0,0,4,0,1,0,,,,,,,6,5,0
2013-05-13,Wankhede Stadium,1,,Sunrisers Hyderabad,4,2,0,1,4,4,4,,,,,,7,19,0,1,0,0,6,1,4,0,,,,,,7,12,0,1,2,1,1,0,0,0,,,,,,7,5,0,0,1,1,0,0,1,,,,,,,6,3,1,0,1,0,0,0,4,,,,,,,6,5,0,0,1,0,2,0,4,1,,,,,,7,8,0
2013-05-13,Wankhede Stadium,2,178,Mumbai Indians,0,0,4,0,0,1,,,,,,,6,5,0,4,0,2,0,1,1,0,,,,,,7,8,0,4,4,1,1,0,0,,,,,,,6,10,0,2,1,0,0,0,4,,,,,,,6,7,1,0,0,0,0,4,1,,,,,,,6,5,0,0,1,0,1,1,1,,,,,,,6,4,0
2013-05-14,"MA Chidambaram Stadium, Chepauk",1,,Chennai Super Kings,3,0,0,0,1,1,0,,,,,,7,5,0,0,0,1,0,2,1,,,,,,,6,4,0,0,0,0,1,0,1,,,,,,,6,2,0,0,1,0,0,4,4,,,,,,,6,9,0,2,0,2,1,1,4,,,,,,,6,10,0,1,1,4,1,4,6,,,,,,,6,17,0
2013-05-14,"MA Chidambaram Stadium, Chepauk",2,168,Delhi Daredevils,0,0,0,1,0,1,4,,,,,,7,6,1,0,0,0,2,0,4,,,,,,,6,6,0,4,0,0,1,0,0,,,,,,,6,5,0,0,1,0,6,0,4,,,,,,,6,11,0,6,0,0,0,0,0,,,,,,,6,6,1,4,1,4,1,1,4,,,,,,,6,15,0
2013-05-14,M Chinnaswamy Stadium,1,,Royal Challengers Bangalore,0,4,1,1,1,0,,,,,,,6,7,0,4,0,0,0,1,0,,,,,,,6,5,0,0,0,1,1,0,1,,,,,,,6,3,0,0,4,1,1,0,1,,,,,,,6,7,0,0,0,0,4,0,0,,,,,,,6,4,1,0,0,0,0,1,4,,,,,,,6,5,0
2013-05-14,M Chinnaswamy Stadium,2,174,Kings XI Punjab,0,0,0,1,4,0,1,1,,,,,8,7,0,2,1,0,4,1,4,0,,,,,,7,12,0,1,4,0,0,0,0,,,,,,,6,5,1,0,0,0,2,1,0,,,,,,,6,3,0,0,1,1,2,1,1,,,,,,,6,6,0,0,0,4,4,4,1,,,,,,,6,13,0
2013-05-15,JSCA International Stadium Complex,1,,Pune Warriors,0,0,4,0,2,0,,,,,,,6,6,0,1,1,4,0,3,1,,,,,,,6,10,0,0,6,1,0,1,6,,,,,,,6,14,0,0,1,1,0,1,1,,,,,,,6,4,0,0,0,0,0,1,4,,,,,,,6,5,0,1,0,1,0,0,1,,,,,,,6,3,1
2013-05-15,JSCA International Stadium Complex,2,170,Kolkata Knight Riders,1,1,0,5,0,3,0,,,,,,7,10,0,0,1,5,0,1,0,1,1,,,,,8,9,1,0,1,0,0,3,1,,,,,,,6,5,0,0,0,1,0,0,0,,,,,,,6,1,1,4,0,0,0,1,0,,,,,,,6,5,1,0,1,0,0,1,1,,,,,,,6,3,0
2013-05-15,Wankhede Stadium,1,,Mumbai Indians,0,0,0,1,1,0,,,,,,,6,2,0,1,0,0,6,0,1,,,,,,,6,8,0,6,2,6,0,1,0,,,,,,,6,15,0,0,0,1,1,0,0,,,,,,,6,2,1,0,0,4,4,0,0,,,,,,,6,8,0,1,0,4,1,0,2,6,,,,,,7,14,0
2013-05-15,Wankhede Stadium,2,166,Rajasthan Royals,1,0,0,4,0,0,0,,,,,,7,5,1,1,4,0,0,0,1,,,,,,,6,6,0,0,4,1,1,0,1,,,,,,,6,7,0,1,0,3,0,0,0,,,,,,,6,4,1,4,0,0,0,0,1,,,,,,,6,5,1,0,1,0,0,0,1,,,,,,,6,2,1
2013-05-16,Himachal Pradesh Cricket Association Stadium,1,,Kings XI Punjab,0,1,0,0,4,4,,,,,,,6,9,0,1,0,0,1,1,4,1,,,,,,7,8,0,1,4,1,1,0,0,,,,,,,6,7,0,0,4,2,4,0,0,,,,,,,6,10,0,0,0,0,1,0,1,,,,,,,6,2,0,0,6,4,6,1,0,,,,,,,6,17,0
2013-05-16,Himachal Pradesh Cricket Association Stadium,2,171,Delhi Daredevils,0,0,0,0,0,1,,,,,,,6,1,0,2,1,0,0,0,1,,,,,,,6,4,0,0,6,0,0,0,1,,,,,,,6,7,1,0,0,0,0,0,0,,,,,,,6,0,2,1,0,1,0,0,0,,,,,,,6,2,0,0,0,4,1,2,0,,,,,,,6,7,0
2013-05-17,"Rajiv Gandhi International Stadium, Uppal",1,,Sunrisers Hyderabad,0,0,0,1,1,1,,,,,,,6,3,0,0,0,0,1,0,0,,,,,,,6,1,2,0,0,1,0,0,0,,,,,,,6,1,1,0,0,0,1,1,1,0,,,,,,7,3,0,1,0,4,1,0,1,2,,,,,,7,9,0,0,1,1,1,1,0,,,,,,,6,4,0
2013-05-17,"Rajiv Gandhi International Stadium, Uppal",2,136,Rajasthan Royals,1,0,0,0,1,1,,,,,,,6,3,0,0,0,0,6,4,1,,,,,,,6,11,0,1,0,0,0,1,0,,,,,,,6,2,0,0,0,1,0,0,0,,,,,,,6,1,0,1,1,6,1,4,0,,,,,,,6,13,0,0,0,1,0,0,2,,,,,,,6,3,0
2013-05-18,Himachal Pradesh Cricket Association Stadium,1,,Kings XI Punjab,0,0,1,1,0,0,,,,,,,6,2,0,0,0,0,0,0,0,,,,,,,6,0,1,4,0,4,0,0,1,,,,,,,6,9,1,4,0,0,0,1,0,,,,,,,6,5,0,0,0,4,1,0,0,1,,,,,,7,6,0,4,0,4,4,1,0,,,,,,,6,13,0
2013-05-18,Himachal Pradesh Cricket Association Stadium,2,183,Mumbai Indians,0,0,0,0,1,1,,,,,,,6,2,1,1,0,0,6,4,0,,,,,,,6,11,0,0,0,0,1,4,0,,,,,,,6,5,0,1,1,1,6,0,0,,,,,,,6,9,1,2,2,0,1,0,4,1,,,,,,7,10,0,4,4,1,0,4,1,,,,,,,6,14,0
2013-05-18,M Chinnaswamy Stadium,1,,Royal Challengers Bangalore,0,4,0,1,0,1,,,,,,,6,6,0,1,1,1,6,1,0,1,,,,,,7,11,0,0,4,1,1,4,6,,,,,,,6,16,0,1,4,2,0,0,6,,,,,,,6,13,0,1,1,0,6,6,6,,,,,,,6,20,0,1,0,4,1,4,0,,,,,,,6,10,1
2013-05-18,M Chinnaswamy Stadium,2,106,Chennai Super Kings,4,1,1,0,1,1,,,,,,,6,8,0,2,1,0,0,0,0,,,,,,,6,3,2,0,1,0,1,1,1,4,,,,,,7,8,0,2,0,1,1,6,0,,,,,,,6,10,1,1,0,4,2,0,1,,,,,,,6,8,0,6,1,1,6,1,4,,,,,,,6,19,0
2013-05-19,Subrata Roy Sahara Stadium,1,,Pune Warriors,0,2,4,0,1,4,,,,,,,6,11,0,0,3,1,1,0,0,,,,,,,6,5,0,1,0,1,1,6,0,,,,,,,6,9,0,4,1,0,0,1,1,,,,,,,6,7,0,0,0,0,0,4,1,,,,,,,6,5,0,1,0,0,1,1,0,0,,,,,,7,3,1
2013-05-19,Subrata Roy Sahara Stadium,2,172,Delhi Daredevils,5,1,1,1,4,0,0,0,,,,,8,12,0,0,0,1,0,4,0,,,,,,,6,5,0,0,1,6,4,1,4,0,,,,,,7,16,1,0,0,4,0,0,0,,,,,,,6,4,0,1,0,1,1,0,0,0,,,,,,7,3,1,1,4,0,1,1,0,,,,,,,6,7,0
2013-05-19,"Rajiv Gandhi International Stadium, Uppal",1,,Kolkata Knight Riders,0,4,0,0,1,0,,,,,,,6,5,0,0,0,4,0,0,1,,,,,,,6,5,0,5,0,1,0,1,0,0,,,,,,7,7,0,2,0,0,0,1,0,,,,,,,6,3,0,1,4,0,1,0,1,,,,,,,6,7,1,0,1,2,1,1,0,1,0,,,,,8,6,0
2013-05-19,"Rajiv Gandhi International Stadium, Uppal",2,130,Sunrisers Hyderabad,1,0,1,0,0,1,,,,,,,6,3,0,4,4,1,0,0,1,,,,,,,6,10,0,0,0,1,1,1,1,0,,,,,,7,4,0,0,2,1,4,1,0,,,,,,,6,8,0,4,0,0,0,1,0,,,,,,,6,5,0,4,4,0,1,0,6,,,,,,,6,15,0
2013-05-21,Feroz Shah Kotla,1,,Chennai Super Kings,4,0,0,0,1,1,,,,,,,6,6,0,0,4,4,0,2,2,,,,,,,6,12,0,4,1,0,3,0,1,,,,,,,6,9,0,1,0,1,0,0,0,,,,,,,6,2,0,1,0,4,4,1,0,,,,,,,6,10,0,1,1,4,0,1,1,,,,,,,6,8,0
2013-05-21,Feroz Shah Kotla,2,192,Mumbai Indians,0,4,1,4,0,1,,,,,,,6,10,0,0,0,2,0,0,0,,,,,,,6,2,1,1,0,0,0,0,4,,,,,,,6,5,0,1,1,1,4,1,1,1,,,,,,7,10,0,6,6,1,0,0,0,,,,,,,6,13,0,0,4,2,4,4,2,,,,,,,6,16,0
2013-05-22,Feroz Shah Kotla,1,,Sunrisers Hyderabad,1,0,0,1,0,0,,,,,,,6,2,1,0,0,0,0,1,0,,,,,,,6,1,0,0,0,0,0,0,3,,,,,,,6,3,1,0,1,0,0,4,1,,,,,,,6,6,0,4,0,1,0,0,4,,,,,,,6,9,0,0,0,0,1,4,1,,,,,,,6,6,0
2013-05-22,Feroz Shah Kotla,2,132,Rajasthan Royals,0,0,0,0,4,4,,,,,,,6,8,0,0,1,0,4,0,0,,,,,,,6,5,1,2,0,0,0,0,0,,,,,,,6,2,0,4,1,0,1,4,0,,,,,,,6,10,0,1,1,1,0,0,0,,,,,,,6,3,0,6,1,4,0,4,1,,,,,,,6,16,0
2013-05-24,Eden Gardens,1,,Rajasthan Royals,0,0,0,4,0,0,,,,,,,6,4,0,0,0,2,4,0,1,,,,,,,6,7,0,1,0,0,4,4,0,,,,,,,6,9,0,1,1,1,0,0,0,,,,,,,6,3,0,4,0,0,4,0,1,1,,,,,,7,10,0,1,0,0,4,4,0,,,,,,,6,9,0
2013-05-24,Eden Gardens,2,165,Mumbai Indians,2,0,0,0,0,4,,,,,,,6,6,0,0,6,1,0,0,1,4,,,,,,7,12,0,0,0,1,0,1,1,,,,,,,6,3,0,4,4,0,1,1,1,,,,,,,6,11,0,0,0,1,1,1,1,,,,,,,6,4,0,0,4,1,0,0,4,,,,,,,6,9,0
2013-05-26,Eden Gardens,1,,Mumbai Indians,0,0,4,0,0,4,,,,,,,6,8,1,0,0,1,0,0,2,,,,,,,6,3,1,1,0,0,0,0,4,,,,,,,6,5,0,0,0,1,1,0,0,,,,,,,6,2,1,4,0,0,1,1,1,,,,,,,6,7,0,0,1,4,0,4,0,,,,,,,6,9,0
2013-05-26,Eden Gardens,2,148,Chennai Super Kings,1,0,1,0,0,0,,,,,,,6,2,2,0,1,0,0,0,1,1,,,,,,7,3,1,1,0,1,1,0,4,0,,,,,,7,7,0,0,2,4,0,0,4,,,,,,,6,10,0,4,1,1,0,1,0,,,,,,,6,7,0,4,0,1,1,0,0,,,,,,,6,6,1
2014-04-16,Sheikh Zayed Stadium,1,,Kolkata Knight Riders,0,0,0,0,0,1,0,,,,,,7,1,0,2,1,0,0,0,1,,,,,,,6,4,1,0,0,1,1,2,1,,,,,,,6,5,0,0,0,0,4,6,0,,,,,,,6,10,0,1,2,0,1,1,1,1,1,,,,,8,8,0,1,1,0,0,1,0,,,,,,,6,3,0
2014-04-16,Sheikh Zayed Stadium,2,163,Mumbai Indians,2,0,0,1,4,1,,,,,,,6,8,0,1,0,0,0,0,0,,,,,,,6,1,0,0,0,0,4,2,1,,,,,,,6,7,0,0,0,1,0,0,0,,,,,,,6,1,0,0,6,1,0,0,1,,,,,,,6,8,1,1,0,0,1,4,1,,,,,,,6,7,0
2014-04-17,Sharjah Cricket Stadium,1,,Delhi Daredevils,0,1,2,0,1,0,0,,,,,,7,4,0,1,0,1,0,1,0,,,,,,,6,3,0,1,6,0,1,0,0,,,,,,,6,8,1,0,1,0,0,1,0,,,,,,,6,2,1,0,0,0,0,0,0,,,,,,,6,0,1,4,2,1,4,1,1,,,,,,,6,13,0
2014-04-17,Sharjah Cricket Stadium,2,145,Royal Challengers Bangalore,0,0,0,1,4,0,,,,,,,6,5,0,1,0,0,0,0,4,,,,,,,6,5,1,0,2,4,0,0,1,,,,,,,6,7,0,0,0,1,2,0,4,4,,,,,,7,11,0,0,0,0,4,1,4,,,,,,,6,9,0,1,6,0,4,1,1,,,,,,,6,13,0
2014-04-18,Sheikh Zayed Stadium,1,,Sunrisers Hyderabad,0,0,2,0,0,0,,,,,,,6,2,1,0,1,0,0,1,0,0,,,,,,7,2,0,1,2,1,5,1,1,2,,,,,,7,13,0,1,0,1,1,0,4,,,,,,,6,7,0,4,1,1,0,1,1,1,,,,,,7,9,0,0,1,1,4,1,1,,,,,,,6,8,0
2014-04-18,Sheikh Zayed Stadium,2,133,Rajasthan Royals,4,0,0,0,0,0,,,,,,,6,4,1,0,4,0,0,0,2,,,,,,,6,6,0,0,1,0,1,0,1,,,,,,,6,3,0,1,1,0,1,2,1,,,,,,,6,6,1,0,0,2,4,1,1,1,,,,,,7,9,0,0,0,1,0,1,0,,,,,,,6,2,0
2014-04-18,Sheikh Zayed Stadium,1,,Chennai Super Kings,1,2,5,0,0,0,1,,,,,,7,9,0,0,4,4,0,1,0,1,,,,,,7,10,0,1,4,1,2,0,6,,,,,,,6,14,0,0,4,1,1,0,1,1,,,,,,7,8,0,4,4,1,0,1,2,6,,,,,,7,18,0,0,1,4,0,6,0,,,,,,,6,11,0
2014-04-18,Sheikh Zayed Stadium,2,205,Kings XI Punjab,0,1,1,0,1,0,,,,,,,6,3,0,1,4,0,4,0,2,,,,,,,6,11,0,4,4,1,4,4,0,,,,,,,6,17,1,1,4,1,1,0,0,2,,,,,,7,9,1,4,0,0,0,4,4,,,,,,,6,12,0,0,1,4,4,1,1,0,1,,,,,8,12,1
2014-04-19,Dubai International Cricket Stadium,1,,Mumbai Indians,1,1,2,0,4,0,,,,,,,6,8,0,0,0,1,0,0,1,,,,,,,6,2,0,0,4,2,1,0,0,,,,,,,6,7,0,1,0,1,1,0,0,1,,,,,,7,4,1,1,1,1,1,2,3,1,,,,,,7,10,0,4,1,4,4,5,0,0,,,,,,7,18,0
2014-04-19,Dubai International Cricket Stadium,2,115,Royal Challengers Bangalore,0,4,1,2,0,0,,,,,,,6,7,0,3,0,0,0,0,1,,,,,,,6,4,0,0,1,0,0,4,0,,,,,,,6,5,1,1,0,0,0,0,0,,,,,,,6,1,2,0,1,0,2,0,4,,,,,,,6,7,0,1,0,0,1,4,0,,,,,,,6,6,0
2014-04-19,Dubai International Cricket Stadium,1,,Kolkata Knight Riders,1,0,5,0,2,1,0,1,0,,,,9,10,1,0,1,0,0,0,0,,,,,,,6,1,1,0,1,0,0,1,2,1,0,,,,,8,5,0,0,0,0,0,1,1,,,,,,,6,2,0,1,1,1,4,2,0,,,,,,,6,9,0,1,1,1,0,0,1,,,,,,,6,4,0
2014-04-19,Dubai International Cricket Stadium,2,166,Delhi Daredevils,1,4,4,1,0,0,,,,,,,6,10,1,2,0,0,4,1,0,1,,,,,,7,8,0,2,5,1,1,4,0,,,,,,,6,13,0,4,2,0,0,2,0,,,,,,,6,8,1,2,0,1,0,0,1,,,,,,,6,4,0,1,1,4,0,0,0,,,,,,,6,6,0
2014-04-20,Sharjah Cricket Stadium,1,,Rajasthan Royals,0,0,1,0,4,1,,,,,,,6,6,0,0,4,3,0,0,0,,,,,,,6,7,0,0,1,2,6,0,0,,,,,,,6,9,1,0,0,4,0,0,6,,,,,,,6,10,0,1,2,1,0,4,1,0,,,,,,7,9,0,1,2,0,5,4,0,1,,,,,,7,13,0
2014-04-20,Sharjah Cricket Stadium,2,191,Kings XI Punjab,1,1,1,1,0,1,0,,,,,,7,5,0,0,0,0,0,1,0,,,,,,,6,1,1,1,2,1,0,1,1,,,,,,,6,6,1,0,1,4,0,0,0,,,,,,,6,5,0,1,1,6,4,1,0,,,,,,,6,13,0,6,1,1,0,1,0,,,,,,,6,9,0
2014-04-21,Sheikh Zayed Stadium,1,,Chennai Super Kings,1,1,1,1,0,0,0,,,,,,7,4,0,4,0,0,2,4,0,,,,,,,6,10,0,1,1,2,4,1,0,,,,,,,6,9,0,0,0,0,1,1,0,,,,,,,6,2,1,1,0,1,1,2,0,,,,,,,6,5,0,0,0,1,1,1,1,,,,,,,6,4,0
2014-04-21,Sheikh Zayed Stadium,2,177,Delhi Daredevils,0,1,0,4,0,1,,,,,,,6,6,0,0,1,0,0,0,1,,,,,,,6,2,0,0,0,0,1,2,0,,,,,,,6,3,1,4,0,0,0,0,2,,,,,,,6,6,1,0,0,1,0,0,0,,,,,,,6,1,1,0,1,2,1,1,1,,,,,,,6,6,0
2014-04-22,Sharjah Cricket Stadium,1,,Kings XI Punjab,1,0,0,0,0,1,,,,,,,6,2,0,1,0,0,0,0,0,,,,,,,6,1,0,1,1,6,4,0,4,,,,,,,6,16,0,1,0,0,0,0,6,,,,,,,6,7,0,4,0,4,4,0,0,,,,,,,6,12,0,0,0,1,0,4,0,,,,,,,6,5,0
2014-04-22,Sharjah Cricket Stadium,2,193,Sunrisers Hyderabad,0,0,6,2,1,1,1,,,,,,7,11,0,0,0,0,1,0,4,,,,,,,6,5,1,0,0,0,2,0,4,,,,,,,6,6,0,0,1,1,1,1,4,1,0,,,,,8,9,0,0,0,0,1,1,0,0,,,,,,7,2,2,2,1,0,4,4,1,,,,,,,6,12,0
2014-04-23,Dubai International Cricket Stadium,1,,Chennai Super Kings,4,0,0,0,0,1,,,,,,,6,5,0,2,0,0,0,1,0,,,,,,,6,3,0,1,1,0,6,1,1,,,,,,,6,10,0,0,0,0,1,0,1,,,,,,,6,2,0,0,6,1,1,0,4,,,,,,,6,12,0,1,2,0,4,4,4,4,,,,,,7,19,1
